item_id,index_name,index_description,index_publication_date,index_application_period,expiration_time,index_application_deadline,index_execution_timeframe,index_place_of_execution,awarded_number,awarded_name,awarded_place_of_execution,awarded_execution_timeframe,awarded_application_period,awarded_opening_date,awarded_period,awarded_bidders_request,action_number,action_name,contracting_authority_name,contracting_authority_address,contracting_authority_email,brief_description
401300,22-0113 Planungs- und Baumanagementleistungen für Außenanlagen,Stadt Fürth - Rf. V - Zentrale Vergabestelle,04.08.2022,"Aug 6, 2022 until Sep 6, 2022","Sep 6, 2022, 10:00 AM",,17.10.2022 until 31.12.2025,90763 Fürth,22-0113,Planungs- und Baumanagementleistungen f\xc3\xbcr Au\xc3\x9fenanlagen,90763 F\xc3\xbcrth,17.10.2022 until 31.12.2025,"Aug 6, 2022 until Sep 6, 2022",,"Nov 5, 2022","Aug 26, 2022, 10:00 AM",GWF/NG 3520.9400,Neubau Volksb\xc3\xbccherei,Stadt F\xc3\xbcrth - Rf. V - Zentrale Vergabestelle,Hirschenstra\xc3\x9fe 2\n90762 F\xc3\xbcrth,vergabestelle@fuerth.de,"Planungs- und Baumanagementleistungen f\xc3\xbcr Au\xc3\x9fenanlagen f\xc3\xbcr den Neubau der Hauptstelle der Volksb\xc3\xbccherei F\xc3\xbcrth, Fronm\xc3\xbcllerstra\xc3\x9fe 22, Geb\xc3\xa4ude mit ca. 2.350 m2 Au\xc3\x9fenfl\xc3\xa4chen mit Fahrrad- und Autostellpl\xc3\xa4tzen, Aufenthaltsbereichen, Zugangssituation der Volksb\xc3\xbccherei.Objektplanung Freianlagen gem\xc3\xa4\xc3\x9f Teil 3 HOAI, Leistungsphasen 1 bis 9, Grundleistungen sowie besondere Leistungen, u.a.- Bestandsaufnahme,- spezielle artenschutzrechtliche Planung,- \xc3\x84nderungsmanagement,- Dokumentation."
401298,22R0008G Raumlufttechnische Anlagen,Staatliches Bau- und Liegenschaftsamt Greifswald,04.08.2022,"Aug 5, 2022 until Sep 6, 2022","Sep 6, 2022, 11:59 PM",,01.10.2022 until 30.09.2024,17000 Bereich Vorpommern-Greifswald,22R0008G,Raumlufttechnische Anlagen,17000 Bereich Vorpommern-Greifswald,01.10.2022 until 30.09.2024,"Aug 5, 2022 until Sep 6, 2022","Sep 7, 2022, 12:00 AM","Oct 6, 2022","Aug 30, 2022, 11:59 PM",ZG04,Rahmenvertragsarbeiten Land,Staatliches Bau- und Liegenschaftsamt Greifswald,Am Gorzberg Haus 8\n17489 Greifswald,zvs@fm.sbl-mv.de,There is no further information avaiable.
401296,"0819 GÜ-Bauüberwachungsleistung Karwendel-,Plinganserstr. Bauüberwachung GÜ,",GWG Städtische Wohnungsgesellschaft München mbH,04.08.2022,"Aug 6, 2022 until Sep 5, 2022, 10:00 AM",,"Sep 5, 2022, 10:00 AM",Oktober 2022 until Ende 2026,81249 München,0819 G\xc3\x9c-Bau\xc3\xbcberwachungsleistung,"Karwendel-,Plinganserstr. Bau\xc3\xbcberwachung G\xc3\x9c,",81249 M\xc3\xbcnchen,Oktober 2022 until Ende 2026,"Aug 6, 2022 until Sep 5, 2022, 10:00 AM",,"Nov 25, 2022","Sep 1, 2022, 10:00 AM",1-1000-0819,Plinganserstr 50-62a - Karwendelstra\xc3\x9fe 4-17a,GWG St\xc3\xa4dtische Wohnungsgesellschaft M\xc3\xbcnchen mbH,Haager Stra\xc3\x9fe 5\n81671 M\xc3\xbcnchen,vergabe@gwg-muenchen.de,"Vergabe der Bau\xc3\xbcberwachung G\xc3\x9c mittels TNW, mit vorgegebener Funktionalausschreibung ."
401293,156201ATT651322 Trockenbauarbeiten,Hansestadt Attendorn,04.08.2022,"Aug 4, 2022 until Aug 23, 2022","Aug 23, 2022, 10:00 AM",,spätestens 10 WT nach Zugang des Auftragssschreibens until innerhalb von 25 WT nach vorstehender Frist für Ausführungsbeginn,57439 Attendorn,156201ATT651322,Trockenbauarbeiten,57439 Attendorn,sp\xc3\xa4testens 10 WT nach Zugang des Auftragssschreibens until innerhalb von 25 WT nach vorstehender Frist f\xc3\xbcr Ausf\xc3\xbchrungsbeginn,"Aug 4, 2022 until Aug 23, 2022","Aug 23, 2022, 10:00 AM","Sep 22, 2022","Aug 18, 2022, 10:00 AM",ATT65,Hansestadt Attendorn - GEBA-Geb\xc3\xa4udebewirtschaftung Attendorn,Hansestadt Attendorn,K\xc3\xb6lner Stra\xc3\x9fe 12\n57439 Attendorn,vergabe.service@siegen-wittgenstein.de,Trockenbauarbeiten in einem \xc3\xb6ffentlichen Geb\xc3\xa4ude
401291,"2022-18 M271 Lieferung H10, UT10",Stromnetz Berlin GmbH,04.08.2022,"Aug 4, 2022 until Aug 19, 2022","Aug 19, 2022, 11:00 AM",,14.09.2022 until 15.12.2022,12435 Berlin,2022-18 M271,"Lieferung H10, UT10",12435 Berlin,14.09.2022 until 15.12.2022,"Aug 4, 2022 until Aug 19, 2022",,"Sep 18, 2022","Aug 18, 2022, 11:00 AM",2021-BerlinLicht,Modernisierung \xc3\x96ffentliche Beleuchtung des Landes Berlin,Stromnetz Berlin GmbH,Eichenstra\xc3\x9fe 3 A\n12435 Berlin,berlin-licht@psp-consult.de,"Die Stromnetz Berlin GmbH f\xc3\xbchrt im Auftrag und auf Rechnung des Landes Berlin Bauma\xc3\x9fnahmen an Beleuchtungsanlagen der \xc3\xb6ffentlichen Stra\xc3\x9fenbeleuchtung durch. Gegenstand der Ausschreibung ist ein Auftrag \xc3\xbcber die Lieferung von Peitchenmas-ten und geraden Unterteilen f\xc3\xbcr Modernisierungsma\xc3\x9fnahmen.Der technische Aufbau des zu liefernden Materials ist im Leistungsverzeichnis beschrieben und im Anhang dargestellt. Der AG stellt dem AN Zeichnungen, u.a. von Vattenfall und der BEWAG, von den nachzubildenden Teilen zur Verf\xc3\xbcgung."
401290,22PS6-08-162B2382 Tischlerarbeiten Sanierung Schulgebäude Paul-Junius-Str. 25,Bezirksamt Lichtenberg von Berlin,04.08.2022,"Aug 4, 2022 until Aug 23, 2022","Aug 23, 2022, 9:00 AM",,nach Auftragserteilung until 18.11.2022,10369 Berlin,22PS6-08-162B2382,Tischlerarbeiten Sanierung Schulgeb\xc3\xa4ude Paul-Junius-Str. 25,10369 Berlin,nach Auftragserteilung until 18.11.2022,"Aug 4, 2022 until Aug 23, 2022","Aug 23, 2022, 9:00 AM","Sep 22, 2022","Aug 17, 2022, 9:00 AM",18PJS25,Paul-Junius-Str. 25,Bezirksamt Lichtenberg von Berlin,Alt-Friedrichsfelde 60\n10315 Berlin,vergabestelle.vob@lichtenberg.berlin.de,"Der Bestands- Schul-Geb\xc3\xa4udekomplex aus dem Jahre 1975 besteht aus zwei hintereinander angeordneten Schugeb\xc3\xb6uden mit jeweils 5 Vollgeschossen sowie einer Turnhalle.Die Schule befindet sich in Berlin-Lichtenberg in der Paul-Junius-Stra\xc3\x9fe. Hauptgeb\xc3\xa4udeSchule 1 (A) 66 m x 10,20 m x 16,20 m = ca. 10.900 m3Schule 2 (B)  66 m x 10,20 m x 16,20 m = ca. 10.900 m32 Sanit\xc3\xa4rt\xc3\xbcrme 6 m x 13, 60 m x 16,20 m = ca. 2x 1,320 m3Zus\xc3\xa4tzlich wurde ein Neubau als Verbindungsglied zwischen Schulgeb\xc3\xa4ude und Sporthalle erg\xc3\xa4nzt: ca. 33,65 m x 60,72 m.Der Inhalt der Ausschreibung umfasst haupts\xc3\xa4chlich:im Neubau, Mehrzweckraum und Mensac:- Akustiklamellenwand- Ausgabe K\xc3\xbcche (Faltladen)- Wandabsorber an den Unterz\xc3\xbcgenim Neubau, Pausenhalle:-HolzsitzauflagenIn allen Geb\xc3\xa4udeteilen, R\xc3\xa4ume:- Fensterarbeitstische fest eingebaut- Auflagebrett an br\xc3\xbcstungshohen Vorwandelementen (an allen St\xc3\xbctzen an der St\xc3\xbctzenverkleidung)"
401289,22R0007G Heizanlagen und zentrale Wassererwärmungsanlagen,Staatliches Bau- und Liegenschaftsamt Greifswald,04.08.2022,"Aug 5, 2022 until Sep 6, 2022","Sep 6, 2022, 11:59 PM",,01.10.2022 until 30.09.2024,17000 Bereich Vorpommern-Greifswald,22R0007G,Heizanlagen und zentrale Wassererw\xc3\xa4rmungsanlagen,17000 Bereich Vorpommern-Greifswald,01.10.2022 until 30.09.2024,"Aug 5, 2022 until Sep 6, 2022","Sep 7, 2022, 12:00 AM","Oct 6, 2022","Aug 30, 2022, 11:59 PM",ZG04,Rahmenvertragsarbeiten Land,Staatliches Bau- und Liegenschaftsamt Greifswald,Am Gorzberg Haus 8\n17489 Greifswald,zvs@fm.sbl-mv.de,There is no further information avaiable.
401283,"H01213822 Lieferung und Vorhalten der Baustelleneinrichtung, Vorabmaßnahmen","LHM, Baureferat, Verwaltung und Recht",04.08.2022,"Aug 4, 2022 until Sep 6, 2022","Sep 6, 2022, 10:30 AM",,02.11.2022 until 05.05.2023,81673 München,H01213822,"Lieferung und Vorhalten der Baustelleneinrichtung, Vorabma\xc3\x9fnahmen",81673 M\xc3\xbcnchen,02.11.2022 until 05.05.2023,"Aug 4, 2022 until Sep 6, 2022","Sep 6, 2022, 10:30 AM","Oct 6, 2022","Aug 31, 2022, 10:30 AM",12HI.010621,Campus Ost,"LHM, Baureferat, Verwaltung und Recht",Friedenstra\xc3\x9fe 40\n81671 M\xc3\xbcnchen,bekanntmachungen.vz2.bau@muenchen.de,"Lieferung und Vorhalten der Baustelleneinrichtung, Vorabma\xc3\x9fnahmenCampus Ost - Sportcampus, 1.BA"
401282,T50o212022 Abspannmasten,"LHM, Baureferat, Verwaltung und Recht",04.08.2022,"Aug 1, 2022 until Aug 30, 2022","Aug 30, 2022, 2:20 PM",,not specified,80992 München,T50o212022,Abspannmasten,80992 M\xc3\xbcnchen,,"Aug 1, 2022 until Aug 30, 2022",,"Sep 29, 2022","Aug 24, 2022, 2:20 PM",T3_SB_2022,Stra\xc3\x9fenbeleuchtung und Verkehrsleittechnik,"LHM, Baureferat, Verwaltung und Recht",Friedenstra\xc3\x9fe 40\n81671 M\xc3\xbcnchen,bekanntmachungen.vz2.bau@muenchen.de,"CL198 Abspannmaste 4,4 kN und 6,0 kN"
401278,22D0465 Fachplanung Ingenieurbau und Verkehrsanlagen,Staatliches Bauamt Würzburg,04.08.2022,"Aug 6, 2022 until Sep 6, 2022, 9:40 AM",,"Sep 6, 2022, 9:40 AM",01/2023 until 03/2032,97080 Würzburg,22D0465,Fachplanung Ingenieurbau und Verkehrsanlagen,97080 W\xc3\xbcrzburg,01/2023 until 03/2032,"Aug 6, 2022 until Sep 6, 2022, 9:40 AM",,"Dec 19, 2022","Sep 6, 2022, 9:40 AM",15184 E 1015,"UKW-Nord, Erschlie\xc3\x9fung u. HKW II",Staatliches Bauamt W\xc3\xbcrzburg,Wei\xc3\x9fenburgstra\xc3\x9fe 6\n97082 W\xc3\xbcrzburg,vergabe@stbawue.bayern.de,Fachplanung Ingenieurbauwerke und Verkehrsanlagen zur Erschlie\xc3\x9fung des Erweiterungsgel\xc3\xa4ndes Nord des Universit\xc3\xa4t Klinikums W\xc3\xbcrzburg inklusive des Neubaus einer Energiezentrale (HKW II) f\xc3\xbcr 1.BA Neubau Kopfklinken (KKL) und Zentrum Frauen Mutter Kind (ZFMK).
401276,"22E0248 Elektroinstallation BF1 Geb. 401, 402, 403",Staatliches Bauamt Schweinfurt,04.08.2022,"Aug 6, 2022 until Aug 30, 2022","Aug 31, 2022, 9:00 AM",,24.10.2022 until 28.10.2025,97762 Saaleck-Kaserne Hammelburg,22E0248,"Elektroinstallation BF1 Geb. 401, 402, 403",97762 Saaleck-Kaserne Hammelburg,24.10.2022 until 28.10.2025,"Aug 6, 2022 until Aug 30, 2022",,"Oct 30, 2022","Aug 30, 2022, 9:00 AM",40204 E 0036,Saaleck-Kaserne Hammelburg,Staatliches Bauamt Schweinfurt,Mainberger Stra\xc3\x9fe 14\n97422 Schweinfurt,vergabestelle@stbasw.bayern.de,"9 St Installationsverteiler11800 m Installationsleitung NYM-J 3x2,5    160 m Gitterrinne B 500 mm    810 St Schutzkontaktsteckdose      80 St Anbauleuchte LED 29 W"
401274,T29213722 Straßenbau- und Entwässerungsarbeiten,"LHM, Baureferat, Verwaltung und Recht",04.08.2022,"Aug 6, 2022 until Sep 6, 2022","Sep 6, 2022, 11:00 AM",,17.10.2022 until 20.12.2024,81541 München,T29213722,Stra\xc3\x9fenbau- und Entw\xc3\xa4sserungsarbeiten,81541 M\xc3\xbcnchen,17.10.2022 until 20.12.2024,"Aug 6, 2022 until Sep 6, 2022",,"Nov 7, 2022","Aug 31, 2022, 11:00 AM",12TI.100707,Eisenbahn\xc3\xbcberf\xc3\xbchrung Werinherstra\xc3\x9fe,"LHM, Baureferat, Verwaltung und Recht",Friedenstra\xc3\x9fe 40\n81671 M\xc3\xbcnchen,bekanntmachungen.vz2.bau@muenchen.de,"Im Zuge der Erneuerung der E\xc3\x9c in der Werinherstra\xc3\x9fe, wird das Baureferat die Geh- und Radwege sanieren, sowie Busspuren und Gr\xc3\xbcnstreifen mit B\xc3\xa4umen errichten.Gewerk: Stra\xc3\x9fenbau- und Entw\xc3\xa4sserungsarbeiten"
401272,22-VOB-A451 Baumpflege - Panoramaweg,Stadt Neu-Ulm,04.08.2022,"Aug 4, 2022 until Sep 6, 2022","Sep 6, 2022, 10:00 AM",,01.10.2022 until 30.10.200,89231 Neu-Ulm,22-VOB-A451,Baumpflege - Panoramaweg,89231 Neu-Ulm,01.10.2022 until 30.10.200,"Aug 4, 2022 until Sep 6, 2022","Sep 6, 2022, 10:00 AM","Oct 6, 2022","Aug 30, 2022, 10:00 AM",DEZ.3-67,Gr\xc3\xbcnfl\xc3\xa4chen und Friedhof,Stadt Neu-Ulm,Augsburger Stra\xc3\x9fe 15\n89231 Neu-Ulm,vergabestelle@neu-ulm.de,"Die Stadt Neu-Ulm beschafft die Baumpflegearbeiten. In Neu-Ulm, Panoramaweg (\xc3\xb6ffentliche Gr\xc3\xbcnfl\xc3\xa4che) sind an insgesamt 300 B\xc3\xa4umen 430 Baumpflegema\xc3\x9fnahmen nach ZTV-Baumpflege durchzuf\xc3\xbchren."
401265,"B18133-80381000-001-430-01 Raumlufttechnische Anlagen,
Raumluftechnische Maßnahmen",Land Berlin (SODA),04.08.2022,"Aug 4, 2022 until Aug 25, 2022","Aug 25, 2022, 10:10 AM",,27.09.2022 until 25.10.2023,12439 Berlin,B18133-80381000-001-430-01,"Raumlufttechnische Anlagen,\nRaumluftechnische Ma\xc3\x9fnahmen",12439 Berlin,27.09.2022 until 25.10.2023,"Aug 4, 2022 until Aug 25, 2022","Aug 25, 2022, 10:10 AM","Sep 24, 2022","Aug 20, 2022, 12:00 PM",B18133-80381000-001,Schnellerstr. 104 - Schadstoffsanierung und Brandschutzert\xc3\xbcchtigung,Land Berlin (SODA),Alexanderstra\xc3\x9fe 3\n10178 Berlin,Einkauf@bim-berlin.de,There is no further information avaiable.
401264,325-2022 Fassadenbekleidung - Bestand und Neubau,Bezirksamt Spandau von Berlin,04.08.2022,"Aug 6, 2022 until Aug 24, 2022","Aug 24, 2022, 10:00 AM",,26.09.2022 until 16.12.2022,13589 Berlin,325-2022,Fassadenbekleidung - Bestand und Neubau,13589 Berlin,26.09.2022 until 16.12.2022,"Aug 6, 2022 until Aug 24, 2022",,"Oct 21, 2022","Aug 17, 2022, 10:00 AM",325-2022,Siegerland-Grundschule,Bezirksamt Spandau von Berlin,Carl-Schurz-Str. 2/6\n13597 Berlin,vergabe@ba-spandau.berlin.de,There is no further information avaiable.
401263,L-0256-22 Beschaffung von Tablets,Stadt Wuppertal,04.08.2022,"Aug 4, 2022 until Aug 25, 2022","Aug 25, 2022, 9:45 AM",,Sofort nach Auftragsvergabe until 30.06.2023,42275 Wuppertal,L-0256-22,Beschaffung von Tablets,42275 Wuppertal,Sofort nach Auftragsvergabe until 30.06.2023,"Aug 4, 2022 until Aug 25, 2022",,"Sep 23, 2022","Aug 23, 2022, 9:45 AM",402,Amt 402,Stadt Wuppertal,postalisch Johannes-Rau-Platz 1\n42275 Wuppertal,sb.zentrale-vergabestelle@stadt.wuppertal.de,Beschaffung von Tablets
401261,22A0204N Metallbauarbeiten- Fassade,Staatliches Bau- und Liegenschaftsamt Neubrandenburg,04.08.2022,"Aug 2, 2022 until Sep 7, 2022","Sep 7, 2022, 11:59 PM",,am 21.11.2022 until am 31.08.2023,17192 Waren,22A0204N,Metallbauarbeiten- Fassade,17192 Waren,am 21.11.2022 until am 31.08.2023,"Aug 2, 2022 until Sep 7, 2022","Sep 8, 2022, 12:00 AM","Oct 7, 2022","Aug 31, 2022, 11:59 PM",41055-C3-0264,RC-1432520010 Fassade Geb. 114   4. BA,Staatliches Bau- und Liegenschaftsamt Neubrandenburg,Neustrelitzer Stra\xc3\x9fe 121\n17033 Neubrandenburg,zvs@fm.sbl-mv.de,"2038 m\xc2\xb2 Fassaden- Unterkonstruktion 2- teilig aus Aluminium, 2038 m\xc2\xb2 Fassadend\xc3\xa4mmung Mineralfasenplatten A1 , 2038 m\xc2\xb2 Fassadenbekleidung mit Trapetzprofil 35-207 V Aluminium, 94 m\xc2\xb2 Herstellung Sockel mit Perimeterd\xc3\xa4mmung, Putzgrund und Au\xc3\x9fenputz, 420 m\xc2\xb2 Dacheindeckung abbrechen und neu herstellen"
401260,V-2022-77 Rahmenvereinbarung zur Lieferung von Särgen und Bestattungszubehör.,Stadt Straubing - Vergabestelle,04.08.2022,"Aug 4, 2022 until Sep 12, 2022","Sep 12, 2022, 12:00 PM",,01.12.2022 until 30.11.2024,94315 Straubing,V-2022-77,Rahmenvereinbarung zur Lieferung von S\xc3\xa4rgen und Bestattungszubeh\xc3\xb6r.,94315 Straubing,01.12.2022 until 30.11.2024,"Aug 4, 2022 until Sep 12, 2022",,"Oct 12, 2022","Sep 9, 2022, 10:00 AM",PB,Personenstands- und Bestattungswesen,Stadt Straubing - Vergabestelle,Theresienplatz 2\n94315 Straubing,vergabeamt@straubing.de,Rahmenvereinbarung zur Lieferung von S\xc3\xa4rgen und Bestattungszubeh\xc3\xb6r.
401255,2022-215-0003-2 Elektroinstallationsarbeiten für WLAN am Goethe-Gymnasium II,Stadt Kassel,04.08.2022,"Aug 3, 2022 until Sep 2, 2022","Sep 2, 2022, 10:30 AM",,17.10.2022 until 17.02.2023,34117 Kassel,2022-215-0003-2,Elektroinstallationsarbeiten f\xc3\xbcr WLAN am Goethe-Gymnasium II,34117 Kassel,17.10.2022 until 17.02.2023,"Aug 3, 2022 until Sep 2, 2022","Sep 2, 2022, 10:30 AM","Sep 30, 2022","Aug 30, 2022, 10:30 AM",KS20B65940022,DigitalPakt Schule,Stadt Kassel,Obere Karlsstra\xc3\x9fe 15\n34117 Kassel,vergabemanagement@kassel.de,Strukturierte Verkabelung der \xc3\x9cbertragungsnetze und Ausbau einesfl\xc3\xa4chendeckenden W-LAN-Netzes im Goethe-Gymnasium II
401254,22A0119 Planung Modulbau u. Ausführg. Rohbau,Staatl. Bauamt Krumbach (Schwaben),04.08.2022,"Aug 4, 2022 until Sep 26, 2022","Sep 27, 2022, 9:45 AM",,Oktober 2022 until Dezember 2023,89231 Neu-Ulm,22A0119,Planung Modulbau u. Ausf\xc3\xbchrg. Rohbau,89231 Neu-Ulm,Oktober 2022 until Dezember 2023,"Aug 4, 2022 until Sep 26, 2022","Sep 27, 2022, 10:00 AM","Oct 27, 2022","Sep 20, 2022, 5:00 PM",15101 D 0007,HNU Erweiterung Modulbau,Staatl. Bauamt Krumbach (Schwaben),Nattenhauser Stra\xc3\x9fe 16\n86381 Krumbach (Schwaben),vergabe@stbakru.bayern.de,"Planung eines Modulbaus in Element-/Hybridbauweise, Ausf\xc3\xbchrung des Rohbaus inkl. vorbereitende Ma\xc3\x9fnahmen f\xc3\xbcr sp\xc3\xa4teren Ausbau"
401253,1-230436 Hochwasserrückhaltebecken Mengede 2. Ausbaustufe,Emschergenossenschaft,04.08.2022,"Aug 6, 2022 until Sep 8, 2022","Sep 8, 2022, 10:20 AM",,02.12.2022 until 07.05.2025,44577 Castrop-Rauxel,1-230436,Hochwasserr\xc3\xbcckhaltebecken Mengede 2. Ausbaustufe,44577 Castrop-Rauxel,02.12.2022 until 07.05.2025,"Aug 6, 2022 until Sep 8, 2022",,"Nov 25, 2022","Sep 1, 2022, 10:20 AM",1566-0004-2022,"Emscher,",Emschergenossenschaft,Kronprinzenstra\xc3\x9fe 24\n45128 Essen,Haberhausen.Joerg@eglv.de,"240.000 m\xc2\xb3 Bodenabtrag, 40.000 m\xc2\xb3 Bodenauftrag, Abbruch von 2 Stahlbetonbr\xc3\xbccken und eine Stahlbetonbr\xc3\xbccke (Breite 5,70 m, Spannweite 6,00 m) zur Realisierung der 2. Ausbaustufe des Hochwasserr\xc3\xbcckhaltebecken Mengede"
401247,"2022-440 Objektplanung 
für A 20 AK HRO - AS Sanitz. km 129,55 - 136,00
und AS Dummerstorf",Die Autobahn GmbH des Bundes,04.08.2022,"Aug 5, 2022 until Sep 7, 2022, 10:00 AM",,"Sep 7, 2022, 10:00 AM",not specified,18273 Güstrow / Klueß,2022-440,"Objektplanung \nf\xc3\xbcr A 20 AK HRO - AS Sanitz. km 129,55 - 136,00\nund AS Dummerstorf",18273 G\xc3\xbcstrow / Klue\xc3\x9f,,"Aug 5, 2022 until Sep 7, 2022, 10:00 AM",,"Oct 24, 2022","Sep 7, 2022, 10:00 AM",A-07416-00,A 20 Erneuerung AK HRO - AS Sanitz,Die Autobahn GmbH des Bundes,Krakower Chaussee 2a\n18273 G\xc3\xbcstrow / Klue\xc3\x9f,as-guestrow@autobahn.de,Objektplanung
401245,22-0175 Straßenbauarbeiten,Stadt Fürth - Rf. V- Zentrale Vergabestelle,04.08.2022,"Aug 4, 2022 until Aug 31, 2022","Aug 31, 2022, 10:00 AM",,10.10.2022 until 30.04.2023,90762 Fürth,22-0175,Stra\xc3\x9fenbauarbeiten,90762 F\xc3\xbcrth,10.10.2022 until 30.04.2023,"Aug 4, 2022 until Aug 31, 2022","Aug 31, 2022, 10:00 AM","Sep 30, 2022","Aug 25, 2022, 10:00 AM",TfA_StrN_2022,Neubauprogramm 2022,Stadt F\xc3\xbcrth - Rf. V- Zentrale Vergabestelle,Hirschenstra\xc3\x9fe 2\n90762 F\xc3\xbcrth,vergabestelle@fuerth.de,Stra\xc3\x9fenbauarbeiten Bernbacher Stra\xc3\x9fe BA 4:Erneuerung der Fahrbahn in Vollausbau einschlie\xc3\x9flich des Banketts und der Entw\xc3\xa4sserung. Am Ortseingang ist eine Trenninsel herzustellen.Hauptmengen:- Gesamtl\xc3\xa4nge Fahrbahn: ca. 650 m-Asphaltierungsarbeiten: ca. 5410 m2-L\xc3\xa4nge Trenninsel: 45 m-Bankett herstellen: 635 m3-Bodenverbesserungsarbeiten: 6.300 m2-Erneuerung Sickerrohrleitung: 580 m
401242,22R0012G Sanitäranlagen,Staatliches Bau- und Liegenschaftsamt Greifswald,04.08.2022,"Aug 4, 2022 until Sep 7, 2022","Sep 7, 2022, 11:59 PM",,01.10.2022 until 30.09.2024,18439 Stralsund,22R0012G,Sanit\xc3\xa4ranlagen,18439 Stralsund,01.10.2022 until 30.09.2024,"Aug 4, 2022 until Sep 7, 2022","Sep 8, 2022, 12:00 AM","Oct 7, 2022","Aug 31, 2022, 11:59 PM",ZG03,Rahmenvertragsarbeiten Land,Staatliches Bau- und Liegenschaftsamt Greifswald,Am Gorzberg Haus 8\n17489 Greifswald,zvs@fm.sbl-mv.de,There is no further information avaiable.
401241,"3320_EU_270922 Dachabdichtungsarbeiten inkl. Oberlichter und Dachbegrünung, 2 Lose, Betriebsgebäude",LHS Stuttgart -Dienstleistungszentrum Bauvertragswesen,04.08.2022,"Aug 6, 2022 until Sep 27, 2022","Sep 27, 2022, 10:00 AM",,09.01.2023 until 03.03.2023,70327 Stuttgart,3320_EU_270922,"Dachabdichtungsarbeiten inkl. Oberlichter und Dachbegr\xc3\xbcnung, 2 Lose, Betriebsgeb\xc3\xa4ude",70327 Stuttgart,09.01.2023 until 03.03.2023,"Aug 6, 2022 until Sep 27, 2022",,"Nov 25, 2022","Sep 18, 2022, 10:00 AM",05330105,AWS Betriebsstelle Abbruch und Neubau,LHS Stuttgart -Dienstleistungszentrum Bauvertragswesen,Hauptst\xc3\xa4tter Str. 66\n70178 Stuttgart,DLZ1.HBA@stuttgart.de,"Los 1: Dachabdichtungsarbeiten - 09.01.2023 bis 17.02.2023 Los 2: Dachbegr\xc3\xbcnungsarbeiten - 20.02. bis 03.03.2023Es kann auch nur ein Los einzeln angeboten werden.- Gef\xc3\xa4lled\xc3\xa4mmung PS-Hartschaum und Schaumglas- 2-lagige Dach-Bitumenabdichtung mit extens. Begr\xc3\xbcnung, Vorbereitung f\xc3\xbcr PV-Anlage- Lichtkuppeln starr und als RWA- Absturzsicherung als SeilsystemLeistungsumfang gesamtLos 1:Gef\xc3\xa4lled\xc3\xa4mmung: ca. 850 m2Dachabdichtung: ca. 1000 m2Lichtkuppeln: 6 St\xc3\xbcckDachausstieg: 1 St\xc3\xbcckAbsturzsicherung: ca. 130 m Seil zzgl. PSA und Zubeh\xc3\xb6rLos 2: Extensive Dachbegr\xc3\xbcnung:  ca. 55m3"
401240,"U19010-30338000-001-431-02 Raumlufttechnische Anlagen, Raumlufttechnische Anlagen",Land Berlin (Sondervermögen Immobilien des Landes Berlin),04.08.2022,"Aug 4, 2022 until Aug 18, 2022","Aug 18, 2022, 3:10 PM",,12.09.2022 until 31.10.2022,10117 Berlin,U19010-30338000-001-431-02,"Raumlufttechnische Anlagen, Raumlufttechnische Anlagen",10117 Berlin,12.09.2022 until 31.10.2022,"Aug 4, 2022 until Aug 18, 2022","Aug 18, 2022, 3:10 PM","Sep 17, 2022","Aug 15, 2022, 12:00 PM",U19010-30338000-001,Albrechtstr. 20,Land Berlin (Sonderverm\xc3\xb6gen Immobilien des Landes Berlin),Alexanderstra\xc3\x9fe 3\n10178 Berlin,Einkauf@bim-berlin.de,There is no further information avaiable.
401236,ZB-KD-22-1317000-4121.1 Feuerwehrfahrzeuge für öffentliche Auftraggeber,Gebäudemanagement Schleswig-Holstein AöR,04.08.2022,"Aug 4, 2022 until Sep 23, 2022","Sep 23, 2022, 7:30 AM",,je nach angebotenen Lieferzeiten until je nach angebotenen Lieferzeiten,24103 Kiel,ZB-KD-22-1317000-4121.1,Feuerwehrfahrzeuge f\xc3\xbcr \xc3\xb6ffentliche Auftraggeber,24103 Kiel,je nach angebotenen Lieferzeiten until je nach angebotenen Lieferzeiten,"Aug 4, 2022 until Sep 23, 2022",,"Dec 30, 2022","Sep 16, 2022, 10:00 AM",4121.1-2022,4121.1-2022,Geb\xc3\xa4udemanagement Schleswig-Holstein A\xc3\xb6R,K\xc3\xbcterstra\xc3\x9fe 30\n24103 Kiel,e-vergabe-beschaffung@gmsh.de,There is no further information avaiable.
401235,22R0011G Raumlufttechnische Anlagen,Staatliches Bau- und Liegenschaftsamt Greifswald,04.08.2022,"Aug 4, 2022 until Sep 7, 2022","Sep 7, 2022, 11:59 PM",,01.10.2022 until 30.09.2024,18439 Stralsund,22R0011G,Raumlufttechnische Anlagen,18439 Stralsund,01.10.2022 until 30.09.2024,"Aug 4, 2022 until Sep 7, 2022","Sep 8, 2022, 12:00 AM","Oct 7, 2022","Aug 31, 2022, 11:59 PM",ZG03,Rahmenvertragsarbeiten Land,Staatliches Bau- und Liegenschaftsamt Greifswald,Am Gorzberg Haus 8\n17489 Greifswald,zvs@fm.sbl-mv.de,There is no further information avaiable.
